Tile_Index,Score
8,0.19593872216833866
1,0.18913669408913925
5,0.16204345406860204
2,0.14381585191917387
0,0.11837018855872522
6,0.07045995538149169
4,0.04354816846382663
7,0.04151465974266896
3,0.03517230560803327
