id,score
Facebook_58394_20190407,-1.867867
Facebook_58394_20190325,-1.9091344
Facebook_58394_20190412,-1.9083959
Facebook_58394_20190408,-2.0265677
Facebook_58394_20190526,-1.9219975
Facebook_58394_20190403,-2.018885
Facebook_58394_20190331,-1.8810052
Facebook_58394_20190401,-1.9244379
Facebook_58394_20190424,-1.8291618
Facebook_58394_20190410,-2.04992
Facebook_58394_20190524,-1.9110374
Facebook_58394_20190321,-1.8890575
Facebook_58394_20190404,-1.9863712
Facebook_58394_20190417,-1.8835182
Facebook_58394_20190520,-1.901875
Facebook_58394_20190521,-1.9591374
Facebook_58394_20190405,-1.9194807
Facebook_58394_20190319,-1.8845502
Facebook_58394_20190527,-1.9973303
Facebook_58394_20190317,-1.904065
Facebook_58394_20190326,-2.0878708
Facebook_58394_20190320,-2.0359461
Facebook_58394_20190327,-2.2206974
Facebook_58394_20190531,-1.935727
Facebook_58394_20190409,-1.8863988
Facebook_58394_20190402,-2.0593674
Facebook_58394_20190416,-1.9999002
Facebook_58394_20190329,-2.194189
Facebook_58394_20190530,-1.8616043
Facebook_58394_20190411,-2.0870774
Facebook_58394_20190323,-1.9776281
Facebook_58394_20190328,-2.0070016
Facebook_58394_20190529,-2.262674
Facebook_58394_20190421,-2.127199
Facebook_58394_20190419,-2.2181394
Facebook_58394_20190528,-1.8815414
Facebook_58394_20190523,-1.8765622
Facebook_58643_20190518,-1.8443613
Facebook_58643_20190414,-2.0292702
Facebook_58643_20190407,-2.1168988
Facebook_58643_20190412,-2.1816335
Facebook_58643_20190316,-1.887845
Facebook_58643_20190406,-2.1341364
Facebook_58643_20190428,-2.0186753
Facebook_58643_20190331,-1.8701371
Facebook_58643_20190525,-2.0189092
Facebook_58643_20190413,-2.5804355
Facebook_58643_20190531,-2.8379447
Facebook_58643_20190530,-3.2390864
Facebook_58643_20190323,-2.3037398
Facebook_58643_20190529,-2.4683645
Facebook_58643_20190427,-2.5364134
Facebook_58643_20190523,-2.0074441
Facebook_58660_20190329,-1.9495112
Facebook_58663_20190530,-1.8830701
Facebook_58695_20190412,-1.8367988
Facebook_58695_20190524,-2.0595279
Facebook_58695_20190321,-1.8829523
Facebook_58695_20190520,-2.2396796
Facebook_58695_20190322,-1.9769816
Facebook_58695_20190521,-2.1340954
Facebook_58695_20190319,-1.8395876
Facebook_58695_20190318,-1.8305182
Facebook_58695_20190527,-2.1631715
Facebook_58695_20190320,-1.8917605
Facebook_58695_20190409,-1.9364619
Facebook_58695_20190522,-1.9088687
Facebook_58695_20190329,-2.2873485
Facebook_58695_20190529,-2.1575637
Facebook_58695_20190528,-2.470535
Facebook_58695_20190523,-2.1232173
Facebook_58948_20190414,-1.8474292
Facebook_58948_20190519,-1.863011
Facebook_58948_20190331,-2.0150616
Facebook_58948_20190524,-1.9161922
Facebook_58948_20190405,-1.856979
Facebook_58948_20190522,-1.8540155
Facebook_58948_20190329,-2.2414758
Facebook_58948_20190530,-2.0668356
Facebook_58948_20190529,-1.8575379
Facebook_58948_20190523,-1.8736248
Facebook_59215_20190530,-2.3434374
Facebook_59222_20190414,-1.8831929
Facebook_59222_20190407,-1.846532
Facebook_59222_20190428,-2.1468575
Facebook_59222_20190525,-1.8736075
Facebook_59222_20190413,-2.1132915
Facebook_59222_20190531,-2.559176
Facebook_59222_20190530,-3.1138842
Facebook_59222_20190323,-1.8607243
Facebook_59222_20190529,-2.4031928
Facebook_59222_20190427,-2.2210336
Facebook_59222_20190523,-1.9323217
Facebook_59228_20190329,-1.8598095
Facebook_59237_20190430,-1.8652506
Facebook_59237_20190414,-1.9028611
Facebook_59237_20190412,-1.9057723
Facebook_59237_20190403,-1.8517432
Facebook_59237_20190524,-2.0088482
Facebook_59237_20190321,-1.826265
Facebook_59237_20190322,-1.8718495
Facebook_59237_20190522,-1.8802005
Facebook_59237_20190329,-1.994238
Facebook_59237_20190530,-1.9285306
Facebook_59237_20190328,-1.855925
Facebook_59237_20190529,-1.9694676
Facebook_59237_20190523,-1.9164991
Facebook_59538_20190414,-2.0247018
Facebook_59538_20190325,-1.8541721
Facebook_59538_20190329,-2.0212119
Facebook_59803_20190430,-1.911508
Facebook_59803_20190414,-1.9164228
Facebook_59803_20190407,-1.8912712
Facebook_59803_20190325,-1.9985458
Facebook_59803_20190412,-1.9658805
Facebook_59803_20190519,-2.0728836
Facebook_59803_20190408,-2.0957239
Facebook_59803_20190526,-1.9465953
Facebook_59803_20190429,-2.0446565
Facebook_59803_20190403,-1.9950453
Facebook_59803_20190331,-2.2773683
Facebook_59803_20190401,-2.0654724
Facebook_59803_20190410,-1.9851996
Facebook_59803_20190524,-2.3995888
Facebook_59803_20190525,-1.869136
Facebook_59803_20190321,-2.0743678
Facebook_59803_20190404,-2.0867732
Facebook_59803_20190417,-2.0077097
Facebook_59803_20190520,-2.120599
Facebook_59803_20190322,-1.8841351
Facebook_59803_20190521,-2.0126822
Facebook_59803_20190405,-2.0289323
Facebook_59803_20190319,-2.1104178
Facebook_59803_20190318,-2.410486
Facebook_59803_20190527,-2.0244324
Facebook_59803_20190317,-1.8558612
Facebook_59803_20190326,-2.233007
Facebook_59803_20190320,-2.2311652
Facebook_59803_20190327,-2.0939305
Facebook_59803_20190531,-1.8802791
Facebook_59803_20190409,-2.1351113
Facebook_59803_20190522,-2.084419
Facebook_59803_20190402,-2.7176301
Facebook_59803_20190329,-2.3721223
Facebook_59803_20190530,-2.582507
Facebook_59803_20190411,-2.0447462
Facebook_59803_20190328,-2.3312008
Facebook_59803_20190529,-2.418206
Facebook_59803_20190419,-1.8275079
Facebook_59803_20190528,-1.9593443
Facebook_59803_20190523,-2.073098
Facebook_59813_20190430,-2.3379724
Facebook_59813_20190518,-1.9446045
Facebook_59813_20190414,-2.319702
Facebook_59813_20190325,-2.3295858
Facebook_59813_20190412,-2.3875597
Facebook_59813_20190423,-2.1243894
Facebook_59813_20190519,-2.0444858
Facebook_59813_20190316,-2.1083124
Facebook_59813_20190406,-2.0269892
Facebook_59813_20190408,-2.37303
Facebook_59813_20190526,-2.2867625
Facebook_59813_20190429,-1.9780542
Facebook_59813_20190403,-2.3990877
Facebook_59813_20190428,-1.9274877
Facebook_59813_20190418,-2.2622378
Facebook_59813_20190331,-2.203909
Facebook_59813_20190401,-2.3746824
Facebook_59813_20190424,-2.2950423
Facebook_59813_20190410,-2.4230132
Facebook_59813_20190524,-2.581485
Facebook_59813_20190330,-2.1344345
Facebook_59813_20190525,-2.050221
Facebook_59813_20190321,-2.4840772
Facebook_59813_20190413,-1.9947666
Facebook_59813_20190426,-2.0448158
Facebook_59813_20190404,-2.267782
Facebook_59813_20190417,-2.134183
Facebook_59813_20190520,-2.4028878
Facebook_59813_20190322,-2.3909545
Facebook_59813_20190521,-2.4892936
Facebook_59813_20190405,-2.4819877
Facebook_59813_20190515,-1.913504
Facebook_59813_20190514,-1.901306
Facebook_59813_20190319,-2.4610455
Facebook_59813_20190517,-2.0485017
Facebook_59813_20190318,-2.4390686
Facebook_59813_20190527,-2.2194998
Facebook_59813_20190317,-2.0831573
Facebook_59813_20190326,-2.378143
Facebook_59813_20190320,-2.572172
Facebook_59813_20190327,-2.556151
Facebook_59813_20190531,-2.0036983
Facebook_59813_20190409,-2.5740883
Facebook_59813_20190522,-2.4232156
Facebook_59813_20190425,-2.2092116
Facebook_59813_20190402,-2.422783
Facebook_59813_20190416,-2.123772
Facebook_59813_20190329,-2.9789581
Facebook_59813_20190530,-2.3637583
Facebook_59813_20190411,-2.3867545
Facebook_59813_20190324,-2.0938485
Facebook_59813_20190323,-2.0223174
Facebook_59813_20190328,-2.5791345
Facebook_59813_20190529,-2.6672761
Facebook_59813_20190427,-1.9008397
Facebook_59813_20190419,-2.1477063
Facebook_59813_20190528,-2.2630556
Facebook_59813_20190513,-1.8872083
Facebook_59813_20190523,-2.3578017
Facebook_59813_20190415,-2.1440341
Facebook_59836_20190529,-1.8272592
Facebook_59836_20190528,-2.042054
Facebook_59842_20190430,-2.5705855
Facebook_59842_20190414,-1.9035746
Facebook_59842_20190407,-2.0031466
Facebook_59842_20190325,-2.4677253
Facebook_59842_20190412,-2.3534243
Facebook_59842_20190423,-2.2872987
Facebook_59842_20190408,-2.169923
Facebook_59842_20190526,-2.111805
Facebook_59842_20190503,-1.9060477
Facebook_59842_20190429,-2.5211484
Facebook_59842_20190403,-2.2937586
Facebook_59842_20190428,-1.9419626
Facebook_59842_20190418,-1.9468018
Facebook_59842_20190331,-2.2489269
Facebook_59842_20190401,-2.3048427
Facebook_59842_20190424,-2.2346764
Facebook_59842_20190410,-2.3540943
Facebook_59842_20190502,-2.121213
Facebook_59842_20190524,-2.5057433
Facebook_59842_20190525,-2.0344884
Facebook_59842_20190321,-2.4415448
Facebook_59842_20190426,-2.1449046
Facebook_59842_20190404,-2.4379625
Facebook_59842_20190417,-2.215926
Facebook_59842_20190520,-2.8502548
Facebook_59842_20190322,-2.8472917
Facebook_59842_20190521,-2.743369
Facebook_59842_20190405,-2.4260294
Facebook_59842_20190514,-2.3796792
Facebook_59842_20190319,-2.6659482
Facebook_59842_20190517,-2.2592604
Facebook_59842_20190318,-2.501063
Facebook_59842_20190527,-2.5543137
Facebook_59842_20190317,-1.9400296
Facebook_59842_20190326,-2.49953
Facebook_59842_20190509,-1.9599732
Facebook_59842_20190320,-2.8270433
Facebook_59842_20190327,-2.5063093
Facebook_59842_20190531,-2.166965
Facebook_59842_20190409,-2.4790506
Facebook_59842_20190522,-2.4873497
Facebook_59842_20190425,-2.319565
Facebook_59842_20190402,-2.440407
Facebook_59842_20190416,-2.2330668
Facebook_59842_20190329,-2.941334
Facebook_59842_20190530,-1.8528891
Facebook_59842_20190411,-2.3824177
Facebook_59842_20190328,-2.5655658
Facebook_59842_20190529,-2.770897
Facebook_59842_20190516,-1.947961
Facebook_59842_20190427,-2.0242898
Facebook_59842_20190419,-2.092118
Facebook_59842_20190528,-3.170952
Facebook_59842_20190513,-1.8903998
Facebook_59842_20190523,-2.9982646
Facebook_59842_20190415,-2.2411757
Facebook_60084_20190531,-2.1977053
Facebook_60084_20190530,-2.5988023
Facebook_60090_20190430,-2.2690313
Facebook_60090_20190518,-1.9045163
Facebook_60090_20190414,-2.1818433
Facebook_60090_20190407,-2.0171294
Facebook_60090_20190325,-2.4040048
Facebook_60090_20190412,-2.2803688
Facebook_60090_20190423,-2.031378
Facebook_60090_20190519,-2.1947322
Facebook_60090_20190406,-1.9603454
Facebook_60090_20190408,-2.2928727
Facebook_60090_20190526,-2.3305385
Facebook_60090_20190429,-2.336563
Facebook_60090_20190403,-2.3342226
Facebook_60090_20190428,-1.9126986
Facebook_60090_20190418,-1.927235
Facebook_60090_20190331,-2.316141
Facebook_60090_20190401,-2.455238
Facebook_60090_20190424,-2.1407592
Facebook_60090_20190410,-2.324841
Facebook_60090_20190524,-2.4842875
Facebook_60090_20190330,-1.8408955
Facebook_60090_20190525,-2.2111561
Facebook_60090_20190321,-2.447883
Facebook_60090_20190426,-2.0120375
Facebook_60090_20190404,-2.4279072
Facebook_60090_20190417,-2.2507823
Facebook_60090_20190520,-2.501588
Facebook_60090_20190322,-2.2124975
Facebook_60090_20190521,-2.512449
Facebook_60090_20190405,-2.364591
Facebook_60090_20190514,-2.003198
Facebook_60090_20190319,-2.4933445
Facebook_60090_20190517,-2.0625925
Facebook_60090_20190318,-2.81441
Facebook_60090_20190527,-2.2911515
Facebook_60090_20190317,-2.1153855
Facebook_60090_20190326,-2.5631018
Facebook_60090_20190320,-2.5121791
Facebook_60090_20190327,-2.4692607
Facebook_60090_20190531,-2.1686995
Facebook_60090_20190409,-2.530639
Facebook_60090_20190522,-2.5406475
Facebook_60090_20190425,-2.0112507
Facebook_60090_20190402,-3.0706415
Facebook_60090_20190416,-2.0898905
Facebook_60090_20190329,-2.574045
Facebook_60090_20190530,-2.8056905
Facebook_60090_20190411,-2.532538
Facebook_60090_20190324,-1.855442
Facebook_60090_20190328,-2.658634
Facebook_60090_20190529,-2.6304476
Facebook_60090_20190419,-2.1760085
Facebook_60090_20190528,-2.2168348
Facebook_60090_20190523,-2.3805404
Facebook_60090_20190415,-1.9724926
Facebook_60095_20190430,-3.5686276
Facebook_60095_20190518,-2.9535005
Facebook_60095_20190414,-2.8695908
Facebook_60095_20190407,-2.8703632
Facebook_60095_20190325,-3.8318722
Facebook_60095_20190412,-3.6708205
Facebook_60095_20190423,-3.3234708
Facebook_60095_20190519,-3.234253
Facebook_60095_20190316,-3.2570975
Facebook_60095_20190406,-3.2716386
Facebook_60095_20190408,-3.2089338
Facebook_60095_20190526,-3.2342908
Facebook_60095_20190501,-2.2738514
Facebook_60095_20190503,-2.050313
Facebook_60095_20190429,-3.7379618
Facebook_60095_20190403,-3.5976973
Facebook_60095_20190428,-2.7081165
Facebook_60095_20190418,-3.369476
Facebook_60095_20190331,-3.2740393
Facebook_60095_20190401,-3.8307707
Facebook_60095_20190424,-3.85705
Facebook_60095_20190410,-3.7395017
Facebook_60095_20190502,-2.646407
Facebook_60095_20190511,-2.0074475
Facebook_60095_20190524,-4.811957
Facebook_60095_20190330,-3.0803547
Facebook_60095_20190420,-2.5596848
Facebook_60095_20190525,-3.189417
Facebook_60095_20190321,-4.3702993
Facebook_60095_20190413,-2.7364218
Facebook_60095_20190505,-1.9538236
Facebook_60095_20190426,-3.3077857
Facebook_60095_20190404,-3.9982634
Facebook_60095_20190422,-2.544895
Facebook_60095_20190417,-3.2727845
Facebook_60095_20190520,-3.7925262
Facebook_60095_20190504,-1.9084975
Facebook_60095_20190322,-3.4538023
Facebook_60095_20190521,-4.0431457
Facebook_60095_20190405,-3.648838
Facebook_60095_20190515,-2.5252364
Facebook_60095_20190514,-2.8519094
Facebook_60095_20190510,-2.288525
Facebook_60095_20190319,-3.8627682
Facebook_60095_20190517,-3.6528807
Facebook_60095_20190318,-4.315104
Facebook_60095_20190527,-3.7893832
Facebook_60095_20190317,-2.9422417
Facebook_60095_20190326,-3.9281924
Facebook_60095_20190509,-2.5845234
Facebook_60095_20190320,-3.8511782
Facebook_60095_20190327,-3.6617424
Facebook_60095_20190531,-3.1882956
Facebook_60095_20190409,-3.689875
Facebook_60095_20190522,-3.9730482
Facebook_60095_20190512,-1.8693024
Facebook_60095_20190506,-2.056884
Facebook_60095_20190508,-2.0801103
Facebook_60095_20190507,-2.3063498
Facebook_60095_20190425,-3.3698618
Facebook_60095_20190402,-3.7659729
Facebook_60095_20190416,-3.3707314
Facebook_60095_20190329,-4.155336
Facebook_60095_20190530,-3.7504308
Facebook_60095_20190411,-3.780216
Facebook_60095_20190324,-2.944989
Facebook_60095_20190323,-2.942457
Facebook_60095_20190328,-3.9128196
Facebook_60095_20190529,-4.983043
Facebook_60095_20190516,-3.001317
Facebook_60095_20190427,-2.6935456
Facebook_60095_20190421,-2.5268347
Facebook_60095_20190419,-3.2607052
Facebook_60095_20190528,-3.4924784
Facebook_60095_20190513,-2.6192338
Facebook_60095_20190523,-3.8679602
Facebook_60095_20190415,-3.1276448
Facebook_60107_20190518,-2.0244143
Facebook_60107_20190414,-2.169614
Facebook_60107_20190407,-2.0271523
Facebook_60107_20190325,-2.0602036
Facebook_60107_20190519,-2.1407762
Facebook_60107_20190408,-2.0238078
Facebook_60107_20190526,-1.928291
Facebook_60107_20190501,-1.8886014
Facebook_60107_20190331,-2.0443103
Facebook_60107_20190401,-2.0063174
Facebook_60107_20190410,-2.101843
Facebook_60107_20190524,-2.0698936
Facebook_60107_20190330,-1.9339399
Facebook_60107_20190525,-2.1383846
Facebook_60107_20190321,-2.0807836
Facebook_60107_20190413,-1.8806643
Facebook_60107_20190422,-1.9084826
Facebook_60107_20190520,-2.0315783
Facebook_60107_20190322,-2.003856
Facebook_60107_20190521,-2.0142586
Facebook_60107_20190319,-2.0677667
Facebook_60107_20190517,-2.0462406
Facebook_60107_20190318,-2.0535734
Facebook_60107_20190527,-2.0048046
Facebook_60107_20190317,-1.834072
Facebook_60107_20190327,-2.0571792
Facebook_60107_20190531,-2.1638105
Facebook_60107_20190409,-1.8792553
Facebook_60107_20190522,-1.9036697
Facebook_60107_20190416,-2.006542
Facebook_60107_20190329,-2.5148485
Facebook_60107_20190530,-2.3122869
Facebook_60107_20190324,-1.9135123
Facebook_60107_20190328,-2.035391
Facebook_60107_20190529,-2.258928
Facebook_60107_20190523,-2.0974066
Facebook_60107_20190415,-1.8469771
Facebook_60369_20190414,-1.8540878
Facebook_60369_20190407,-1.8428282
Facebook_60369_20190413,-1.9929203
Facebook_60369_20190531,-2.4310422
Facebook_60369_20190530,-2.9064865
Facebook_60369_20190529,-2.105553
Facebook_60369_20190427,-2.0616758
Facebook_60371_20190414,-1.9271421
Facebook_60371_20190531,-2.2188232
Facebook_60371_20190409,-1.8336958
Facebook_60371_20190530,-2.4989603
Facebook_60371_20190529,-2.067157
Facebook_60376_20190331,-1.8673667
Facebook_60376_20190402,-2.0450218
Facebook_60376_20190329,-1.97157
Facebook_60376_20190530,-2.1200957
Facebook_60422_20190403,-1.8507018
Facebook_60422_20190404,-1.9407068
Facebook_60422_20190405,-1.8811517
Facebook_60655_20190525,-1.8474938
Facebook_60655_20190531,-2.4113314
Facebook_60655_20190530,-2.5361264
Facebook_60655_20190529,-1.9473435
Facebook_60939_20190331,-1.9454155
Facebook_60939_20190531,-2.1885674
Facebook_60939_20190530,-2.6314292
Facebook_60986_20190317,-2.0069077
Facebook_60986_20190529,-1.8653175
Facebook_61228_20190414,-1.929029
Facebook_61228_20190428,-1.9307748
Facebook_61228_20190331,-1.9080161
Facebook_61228_20190525,-1.8923569
Facebook_61228_20190413,-1.8276544
Facebook_61228_20190531,-2.359532
Facebook_61228_20190530,-2.6123965
Facebook_61228_20190529,-2.067772
Facebook_61228_20190427,-1.8945197
Facebook_61228_20190523,-1.9055332
Facebook_61240_20190430,-3.5167253
Facebook_61240_20190518,-2.8446512
Facebook_61240_20190414,-2.7737606
Facebook_61240_20190407,-3.0633748
Facebook_61240_20190325,-3.9025347
Facebook_61240_20190412,-3.7939842
Facebook_61240_20190423,-3.3396256
Facebook_61240_20190519,-3.4129355
Facebook_61240_20190316,-2.7217386
Facebook_61240_20190406,-3.335891
Facebook_61240_20190408,-3.3160203
Facebook_61240_20190526,-3.2881658
Facebook_61240_20190501,-2.2289982
Facebook_61240_20190503,-2.0347726
Facebook_61240_20190429,-3.6132643
Facebook_61240_20190403,-3.7463195
Facebook_61240_20190428,-2.7089899
Facebook_61240_20190418,-3.3304055
Facebook_61240_20190331,-3.4358397
Facebook_61240_20190401,-4.1901317
Facebook_61240_20190424,-3.5330112
Facebook_61240_20190410,-3.6012716
Facebook_61240_20190502,-2.755863
Facebook_61240_20190511,-1.93388
Facebook_61240_20190524,-3.8344545
Facebook_61240_20190330,-2.7556932
Facebook_61240_20190420,-2.5208857
Facebook_61240_20190525,-3.2496538
Facebook_61240_20190321,-4.267183
Facebook_61240_20190413,-2.860384
Facebook_61240_20190505,-1.9445596
Facebook_61240_20190426,-3.1955836
Facebook_61240_20190404,-4.1328797
Facebook_61240_20190422,-2.480599
Facebook_61240_20190417,-3.0655391
Facebook_61240_20190520,-3.9817865
Facebook_61240_20190504,-1.9114159
Facebook_61240_20190322,-3.5838487
Facebook_61240_20190521,-3.891839
Facebook_61240_20190405,-3.7992382
Facebook_61240_20190515,-2.3186648
Facebook_61240_20190514,-2.8245113
Facebook_61240_20190510,-2.1818058
Facebook_61240_20190319,-4.0338326
Facebook_61240_20190517,-3.1610873
Facebook_61240_20190318,-4.4740252
Facebook_61240_20190527,-3.5670986
Facebook_61240_20190317,-3.1881964
Facebook_61240_20190326,-4.150654
Facebook_61240_20190509,-2.5926025
Facebook_61240_20190320,-3.943796
Facebook_61240_20190327,-3.6402647
Facebook_61240_20190531,-3.182109
Facebook_61240_20190409,-4.028875
Facebook_61240_20190522,-3.8713138
Facebook_61240_20190506,-2.021509
Facebook_61240_20190508,-1.8700927
Facebook_61240_20190507,-2.2248585
Facebook_61240_20190425,-3.1401405
Facebook_61240_20190402,-3.9212468
Facebook_61240_20190416,-3.4239998
Facebook_61240_20190329,-4.2434454
Facebook_61240_20190530,-3.2464054
Facebook_61240_20190411,-4.0883822
Facebook_61240_20190324,-2.7134187
Facebook_61240_20190323,-2.8412676
Facebook_61240_20190328,-4.0964932
Facebook_61240_20190529,-4.7002273
